Technology,Use,Diameter,HousingType,MonthlyWaste
R,DOMESTIC,15.0,B,10442.307692307693
R,DOMESTIC,15.0,B,5213.818681318682
R,DOMESTIC,15.0,B,3460.21978021978
R,DOMESTIC,15.0,C,8323.636363636364
R,COMERCIAL,15.0,B,6734.34065934066
R,DOMESTIC,15.0,C,7939.368131868131
R,DOMESTIC,15.0,B,1787.39010989011
R,DOMESTIC,15.0,B,8019.2307692307695
R,DOMESTIC,15.0,D,5875.467032967033
R,DOMESTIC,15.0,C,13233.956043956045
R,DOMESTIC,15.0,C,4239.725274725275
R,DOMESTIC,15.0,D,1747.4175824175823
R,DOMESTIC,15.0,B,8047.297297297297
R,DOMESTIC,15.0,C,3100.302197802198
R,DOMESTIC,15.0,D,8443.793103448275
E,DOMESTIC,15.0,D,16772.63736263736
R,DOMESTIC,15.0,D,9901.648351648351
R,DOMESTIC,15.0,C,1102.2527472527472
R,DOMESTIC,15.0,C,5039.093406593407
R,DOMESTIC,15.0,B,5317.087912087912
R,DOMESTIC,15.0,C,7749.807692307693
R,DOMESTIC,15.0,E,7063.846153846153
R,DOMESTIC,15.0,C,5423.414634146341
R,DOMESTIC,15.0,C,11994.478021978022
R,DOMESTIC,15.0,C,9856.813186813186
R,DOMESTIC,15.0,C,4122.692307692308
R,DOMESTIC,15.0,C,4530.741758241758
R,DOMESTIC,15.0,C,5896.813186813187
R,DOMESTIC,15.0,C,136.3186813186813
R,AJUNTAMENT,15.0,W,143.48901098901098
R,DOMESTIC,15.0,C,2367.60989010989
R,DOMESTIC,15.0,D,7921.5
R,DOMESTIC,15.0,C,4503.049450549451
R,DOMESTIC,15.0,D,10972.170329670329
R,DOMESTIC,15.0,B,5671.648351648351
R,DOMESTIC,15.0,C,4012.994505494505
R,DOMESTIC,15.0,E,13573.68131868132
R,DOMESTIC,15.0,D,6439.368131868132
R,AJUNTAMENT,15.0,W,5080.467032967033
R,DOMESTIC,15.0,D,3636.6758241758243
R,DOMESTIC,15.0,U,235.7142857142857
R,DOMESTIC,15.0,B,5474.258241758242
R,DOMESTIC,15.0,C,8337.774725274725
R,DOMESTIC,15.0,C,9340.87912087912
R,DOMESTIC,15.0,C,489.31318681318686
R,DOMESTIC,15.0,C,6802.252747252747
R,DOMESTIC,15.0,B,5417.307692307692
R,DOMESTIC,15.0,D,4472.06043956044
R,DOMESTIC,15.0,C,2960.0274725274726
R,DOMESTIC,15.0,D,8390.15625
R,DOMESTIC,15.0,C,4737.692307692308
R,DOMESTIC,15.0,D,3310.054945054945
R,DOMESTIC,15.0,C,7691.538461538461
R,DOMESTIC,15.0,C,11303.711340206186
R,DOMESTIC,15.0,E,5104.8626373626375
R,DOMESTIC,15.0,D,5297.225274725275
R,DOMESTIC,15.0,B,3266.7032967032965
R,DOMESTIC,15.0,D,8150.521978021978
R,DOMESTIC,15.0,E,6517.747252747253
R,DOMESTIC,15.0,B,9806.703296703297
R,DOMESTIC,15.0,C,5904.478021978022
R,COMERCIAL,15.0,B,14857.6
R,DOMESTIC,15.0,C,6089.257425742574
R,DOMESTIC,15.0,C,6905.027472527473
E,DOMESTIC,15.0,B,14119.69696969697
R,DOMESTIC,15.0,B,17.48936170212766
R,DOMESTIC,15.0,D,1055.7754010695187
R,DOMESTIC,15.0,B,4962.197802197802
R,DOMESTIC,15.0,B,5545.054945054945
R,DOMESTIC,15.0,B,7418.5546875
R,DOMESTIC,15.0,E,11413.434065934067
R,DOMESTIC,15.0,D,8584.368131868132
R,DOMESTIC,15.0,B,2680.631868131868
R,DOMESTIC,15.0,E,6904.203296703297
R,DOMESTIC,15.0,C,10177.91208791209
R,DOMESTIC,15.0,C,7381.236263736264
R,DOMESTIC,15.0,B,10231.73076923077
R,COMERCIAL,15.0,B,1353.6263736263736
R,DOMESTIC,15.0,C,5056.153846153847
R,DOMESTIC,15.0,B,7648.021978021978
R,DOMESTIC,15.0,E,5300.43956043956
R,DOMESTIC,15.0,B,8587.170329670329
R,DOMESTIC,15.0,E,5798.241758241758
R,DOMESTIC,15.0,C,3633.6263736263736
R,DOMESTIC,15.0,D,9872.225274725275
R,DOMESTIC,15.0,C,3468.2967032967035
R,DOMESTIC,15.0,C,2853.0494505494507
R,DOMESTIC,15.0,C,6927.115384615385
R,DOMESTIC,15.0,C,4538.076923076923
R,DOMESTIC,15.0,E,10526.703296703297
R,DOMESTIC,15.0,C,7753.5989010989015
R,DOMESTIC,15.0,B,9701.208791208792
R,DOMESTIC,15.0,C,2713.846153846154
R,DOMESTIC,15.0,C,2349.7252747252746
R,DOMESTIC,15.0,E,7592.6373626373625
R,DOMESTIC,15.0,B,7724.505494505494
R,DOMESTIC,15.0,D,6087.857142857142
R,DOMESTIC,15.0,C,8526.016483516483
R,DOMESTIC,15.0,C,6189.89010989011
R,DOMESTIC,15.0,C,6154.285714285714
R,DOMESTIC,15.0,B,11683.763736263736
R,DOMESTIC,15.0,C,6160.689655172414
R,DOMESTIC,15.0,B,6029.423076923077
R,DOMESTIC,15.0,C,3107.967032967033
R,DOMESTIC,15.0,C,8578.021978021978
R,DOMESTIC,15.0,C,9377.884615384615
R,DOMESTIC,15.0,B,1505.2747252747254
R,DOMESTIC,15.0,C,4972.2169811320755
R,DOMESTIC,15.0,D,5253.296703296703
R,COMERCIAL,15.0,B,237.1153846153846
R,DOMESTIC,15.0,B,5115.65934065934
R,DOMESTIC,15.0,B,6538.351648351649
R,DOMESTIC,15.0,B,7271.291208791209
R,DOMESTIC,15.0,B,12413.489010989011
R,DOMESTIC,15.0,D,4115.744680851064
R,DOMESTIC,15.0,D,10803.461538461539
R,DOMESTIC,15.0,D,5620.384615384615
R,COMERCIAL,15.0,C,123.8255033557047
E,DOMESTIC,15.0,B,14278.186813186814
R,DOMESTIC,15.0,D,8598.04945054945
R,INDUSTRIAL,15.0,W,10137.692307692307
R,DOMESTIC,15.0,D,4669.07514450867
R,DOMESTIC,15.0,D,13025.521978021978
R,DOMESTIC,15.0,C,1778.2403433476395
R,DOMESTIC,15.0,C,10056.675824175823
R,DOMESTIC,15.0,C,3972.3999999999996
R,DOMESTIC,15.0,B,942.1153846153846
R,DOMESTIC,15.0,C,2739.33962264151
R,DOMESTIC,15.0,C,7430.934065934066
R,COMERCIAL,15.0,B,450.08241758241763
R,DOMESTIC,15.0,E,8360.604395604396
R,DOMESTIC,15.0,C,6113.333333333333
R,DOMESTIC,15.0,B,6622.3351648351645
R,DOMESTIC,15.0,C,2046.9230769230767
R,DOMESTIC,15.0,D,5147.39010989011
R,DOMESTIC,15.0,D,7688.571428571428
R,DOMESTIC,15.0,C,8871.666666666666
R,DOMESTIC,15.0,C,7738.516483516483
R,DOMESTIC,15.0,D,983.1521739130435
R,DOMESTIC,15.0,C,7529.093406593407
R,DOMESTIC,15.0,D,6422.225274725275
R,DOMESTIC,15.0,D,7025.686813186813
R,DOMESTIC,15.0,C,6420.989010989011
E,DOMESTIC,15.0,D,14690.274725274725
R,INDUSTRIAL,15.0,W,9353.736263736264
R,DOMESTIC,15.0,B,8819.010989010989
R,DOMESTIC,15.0,C,11809.615384615385
R,DOMESTIC,15.0,B,9240.989010989011
R,DOMESTIC,15.0,C,8271.021897810218
R,DOMESTIC,15.0,D,7080.824175824176
R,DOMESTIC,15.0,D,4851.428571428572
R,DOMESTIC,15.0,C,8683.104395604396
R,DOMESTIC,15.0,I,12609.807692307693
R,DOMESTIC,15.0,D,10747.664835164835
R,DOMESTIC,15.0,C,6093.461538461538
R,DOMESTIC,15.0,C,18.873626373626372
R,DOMESTIC,15.0,C,8784.313186813186
R,DOMESTIC,15.0,C,340.3846153846154
R,DOMESTIC,15.0,B,4490.440677966101
R,DOMESTIC,15.0,C,1804.6978021978023
R,DOMESTIC,15.0,B,4321.710526315789
R,COMERCIAL,15.0,W,10343.191489361703
R,DOMESTIC,15.0,C,7107.527472527473
R,DOMESTIC,15.0,C,9604.038461538461
R,DOMESTIC,15.0,D,4256.373626373626
R,DOMESTIC,15.0,C,5140.8
R,DOMESTIC,15.0,D,8386.071428571428
R,DOMESTIC,15.0,C,1067.0604395604396
R,DOMESTIC,15.0,C,1527.1978021978023
R,DOMESTIC,15.0,B,11848.2156133829
R,DOMESTIC,15.0,C,2480.27397260274
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,D,7562.554945054945
R,DOMESTIC,15.0,C,4234.038461538462
R,DOMESTIC,15.0,C,7769.917582417582
R,DOMESTIC,15.0,C,2510.1923076923076
R,INDUSTRIAL,15.0,W,2588.653846153846
R,DOMESTIC,15.0,C,8019.2307692307695
R,DOMESTIC,15.0,D,6231.428571428572
R,DOMESTIC,15.0,C,13122.362637362636
R,DOMESTIC,15.0,U,0.3296703296703297
R,DOMESTIC,15.0,C,12471.840659340658
R,DOMESTIC,15.0,I,1064.4502617801047
R,DOMESTIC,15.0,C,8376.510989010989
R,DOMESTIC,15.0,D,12696.162162162163
E,DOMESTIC,15.0,D,17883.214285714286
R,DOMESTIC,15.0,F,13686.098901098901
R,DOMESTIC,15.0,C,2534.9175824175823
R,DOMESTIC,15.0,C,10550.76923076923
R,DOMESTIC,15.0,B,2456.2087912087914
R,DOMESTIC,15.0,D,5781.237113402062
E,DOMESTIC,15.0,D,14780.604395604396
R,DOMESTIC,15.0,D,9734.917582417582
R,COMERCIAL,15.0,B,1217.0270270270269
R,DOMESTIC,15.0,B,4964.8351648351645
R,DOMESTIC,15.0,C,5216.8421052631575
R,DOMESTIC,15.0,C,4284.89010989011
R,DOMESTIC,15.0,C,6221.373626373626
R,DOMESTIC,15.0,B,6599.917582417583
R,COMERCIAL,15.0,B,6909.89010989011
R,DOMESTIC,15.0,D,5293.5989010989015
R,DOMESTIC,15.0,D,7231.875
R,DOMESTIC,15.0,D,2492.39010989011
R,DOMESTIC,15.0,E,7084.120879120879
R,DOMESTIC,15.0,C,4033.9285714285716
R,DOMESTIC,15.0,D,7618.763736263736
R,DOMESTIC,15.0,C,4081.6483516483513
R,DOMESTIC,15.0,D,3323.6727272727276
R,COMERCIAL,15.0,B,9266.703296703297
R,DOMESTIC,15.0,C,6296.692913385827
R,DOMESTIC,15.0,C,29.752747252747255
R,DOMESTIC,15.0,C,7328.759124087591
R,DOMESTIC,15.0,C,6917.225274725275
R,DOMESTIC,15.0,B,3116.5384615384614
R,DOMESTIC,15.0,B,9652.417582417582
R,DOMESTIC,15.0,B,13510.21978021978
R,DOMESTIC,15.0,D,2789.010989010989
R,COMERCIAL,15.0,B,2230.879120879121
R,DOMESTIC,15.0,C,2252.6373626373625
R,DOMESTIC,15.0,C,3994.0384615384614
R,DOMESTIC,15.0,D,3372.061855670103
R,AJUNTAMENT,15.0,W,17806.053511705686
R,DOMESTIC,15.0,D,6462.692307692308
R,DOMESTIC,15.0,B,12381.263736263736
R,COMERCIAL,15.0,W,66.34615384615385
R,DOMESTIC,15.0,B,6592.252747252747
R,COMERCIAL,15.0,B,437.98270893371756
R,DOMESTIC,15.0,C,9630.741758241758
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,B,6119.917582417583
R,DOMESTIC,15.0,C,7312.582417582417
R,DOMESTIC,15.0,C,11612.802197802197
R,DOMESTIC,15.0,D,5058.379120879121
R,DOMESTIC,15.0,C,7648.351648351649
R,DOMESTIC,15.0,C,5762.307692307692
R,DOMESTIC,15.0,B,6375.329670329671
R,DOMESTIC,15.0,B,0.0
R,DOMESTIC,15.0,B,2588.241758241758
R,COMERCIAL,15.0,B,3001.071428571429
R,DOMESTIC,15.0,E,8839.532967032968
R,DOMESTIC,15.0,D,8643.131868131868
R,DOMESTIC,15.0,C,2495.135135135135
R,DOMESTIC,15.0,C,11541.263736263736
R,DOMESTIC,15.0,C,9772.809917355373
R,DOMESTIC,15.0,D,9740.686813186814
R,DOMESTIC,15.0,C,6828.543956043955
R,DOMESTIC,15.0,B,12015.41208791209
R,DOMESTIC,15.0,C,10954.6875
R,DOMESTIC,15.0,C,7662.445054945055
R,DOMESTIC,15.0,E,11940.082417582418
R,INDUSTRIAL,15.0,B,3587.142857142857
R,DOMESTIC,15.0,C,4892.142857142858
R,DOMESTIC,15.0,B,4188.82075471698
R,DOMESTIC,15.0,B,1991.8681318681317
R,DOMESTIC,15.0,C,10072.994505494506
R,DOMESTIC,15.0,C,59.50549450549451
R,DOMESTIC,15.0,C,2.307692307692308
E,DOMESTIC,15.0,C,15168.956043956045
R,DOMESTIC,15.0,B,10369.862637362636
R,DOMESTIC,15.0,C,10001.043956043955
R,DOMESTIC,15.0,B,10038.461538461539
R,COMERCIAL,15.0,B,3583.269230769231
R,DOMESTIC,15.0,C,2366.9505494505493
R,DOMESTIC,15.0,C,4043.406593406593
R,DOMESTIC,15.0,D,12472.068965517241
R,DOMESTIC,15.0,C,397.125
R,DOMESTIC,15.0,C,5691.84065934066
R,DOMESTIC,15.0,B,7609.726027397261
R,DOMESTIC,15.0,D,6327.445054945055
R,DOMESTIC,15.0,C,2922.822580645161
R,DOMESTIC,15.0,C,9324.395604395604
R,DOMESTIC,15.0,U,199.69780219780222
R,DOMESTIC,15.0,D,4115.10989010989
R,DOMESTIC,15.0,B,10990.961538461539
R,DOMESTIC,15.0,C,6611.373626373626
R,INDUSTRIAL,15.0,W,6861.290322580646
R,DOMESTIC,15.0,B,5961.84065934066
R,DOMESTIC,15.0,C,1592.2252747252746
R,DOMESTIC,15.0,B,2060.2747252747254
R,DOMESTIC,15.0,C,5434.911504424779
R,DOMESTIC,15.0,C,3694.7787610619466
R,DOMESTIC,15.0,D,8715.576923076924
R,DOMESTIC,15.0,C,8503.598901098901
R,DOMESTIC,15.0,C,5977.994505494506
R,DOMESTIC,15.0,C,9865.467032967032
R,COMERCIAL,15.0,W,5196.428571428572
R,DOMESTIC,15.0,D,3643.1043956043954
R,DOMESTIC,15.0,C,6981.728971962617
R,DOMESTIC,15.0,C,11941.236263736264
R,DOMESTIC,15.0,B,3225.989010989011
R,DOMESTIC,15.0,C,6239.175824175824
R,DOMESTIC,15.0,C,4810.961538461538
R,DOMESTIC,15.0,D,5997.032967032967
R,COMERCIAL,15.0,W,4277.06043956044
R,DOMESTIC,15.0,C,10669.862637362636
R,DOMESTIC,15.0,C,10590.906593406595
E,DOMESTIC,15.0,D,14661.510989010989
R,DOMESTIC,15.0,D,3893.6538461538466
R,DOMESTIC,15.0,C,9000.0
R,DOMESTIC,15.0,C,4743.296703296703
R,DOMESTIC,15.0,C,4819.683794466403
E,DOMESTIC,15.0,D,14232.692307692307
R,COMERCIAL,15.0,C,739.8214285714286
R,DOMESTIC,15.0,U,111.01648351648352
R,DOMESTIC,15.0,C,6664.067796610169
R,DOMESTIC,15.0,C,6272.225274725275
R,DOMESTIC,15.0,C,12091.969696969698
R,DOMESTIC,15.0,C,8488.965517241379
R,DOMESTIC,15.0,B,10023.626373626374
R,COMERCIAL,15.0,W,2042.802197802198
R,DOMESTIC,15.0,B,10061.62087912088
R,COMERCIAL,15.0,W,1784.0109890109889
R,DOMESTIC,15.0,C,5530.714285714286
R,INDUSTRIAL,15.0,O,9094.615384615385
R,DOMESTIC,15.0,B,6853.802816901408
R,DOMESTIC,15.0,B,6433.434065934066
R,DOMESTIC,15.0,C,4559.587912087912
R,DOMESTIC,15.0,D,11490.494505494506
R,DOMESTIC,15.0,E,7158.708791208791
R,COMERCIAL,15.0,B,2211.098901098901
R,DOMESTIC,15.0,E,2936.5068493150684
R,DOMESTIC,15.0,B,222.44505494505495
R,DOMESTIC,15.0,B,10157.472527472528
R,DOMESTIC,15.0,C,4331.703296703297
R,DOMESTIC,15.0,B,612.9395604395605
R,DOMESTIC,15.0,C,892.3351648351647
R,DOMESTIC,15.0,C,3400.701219512195
R,DOMESTIC,15.0,C,13378.928571428572
R,DOMESTIC,15.0,D,8703.873626373626
R,DOMESTIC,15.0,D,8278.186813186814
R,DOMESTIC,15.0,D,7766.149732620321
R,DOMESTIC,15.0,B,6200.521978021978
R,DOMESTIC,15.0,B,2601.098901098901
R,DOMESTIC,15.0,E,11057.472527472528
R,DOMESTIC,15.0,B,5259.807692307692
R,DOMESTIC,15.0,C,6640.0
R,DOMESTIC,15.0,D,7498.666666666666
R,DOMESTIC,15.0,B,11190.082417582418
R,DOMESTIC,15.0,D,10693.434065934067
R,DOMESTIC,15.0,E,6424.368131868132
R,DOMESTIC,15.0,C,5188.516483516484
R,DOMESTIC,15.0,C,2570.0
R,DOMESTIC,15.0,C,2868.4615384615386
R,COMERCIAL,15.0,W,5629.78021978022
R,DOMESTIC,15.0,E,5894.423076923077
R,DOMESTIC,15.0,C,8674.945054945054
R,DOMESTIC,15.0,B,1862.3076923076924
R,DOMESTIC,15.0,C,10128.791208791208
R,DOMESTIC,15.0,D,7426.483516483516
R,DOMESTIC,15.0,C,3866.4560439560446
R,DOMESTIC,15.0,C,6723.379120879121
R,DOMESTIC,15.0,C,3768.379120879121
R,DOMESTIC,15.0,B,13638.461538461539
R,COMERCIAL,15.0,C,5881.926605504587
R,COMERCIAL,15.0,W,2030.9340659340662
R,DOMESTIC,15.0,C,8810.274725274725
R,DOMESTIC,15.0,C,6381.923076923077
R,DOMESTIC,15.0,C,4180.796703296703
R,DOMESTIC,15.0,C,2442.6923076923076
R,DOMESTIC,15.0,C,9410.76923076923
R,DOMESTIC,15.0,B,9835.87912087912
R,AJUNTAMENT,15.0,W,2390.769230769231
R,DOMESTIC,15.0,C,9484.862637362636
R,DOMESTIC,15.0,C,6248.4375
R,DOMESTIC,15.0,C,5737.421052631579
R,DOMESTIC,15.0,C,4730.934065934066
R,DOMESTIC,15.0,B,653.9076923076923
R,DOMESTIC,15.0,B,3352.9945054945056
R,DOMESTIC,15.0,C,8363.076923076924
R,DOMESTIC,15.0,C,5341.333333333334
R,DOMESTIC,15.0,C,2216.868131868132
R,DOMESTIC,15.0,C,3097.252747252747
R,INDUSTRIAL,15.0,B,17520.74175824176
R,DOMESTIC,15.0,C,7292.6373626373625
R,DOMESTIC,15.0,D,7702.277227722772
R,DOMESTIC,15.0,B,8400.824175824177
R,COMERCIAL,15.0,B,188.07692307692307
R,DOMESTIC,15.0,E,9039.313186813186
R,DOMESTIC,15.0,B,7099.285714285714
R,DOMESTIC,15.0,D,8787.032967032968
R,DOMESTIC,15.0,D,3802.9945054945056
R,DOMESTIC,15.0,B,8697.197802197803
R,DOMESTIC,15.0,C,9439.615384615385
R,DOMESTIC,15.0,C,1828.5164835164835
R,DOMESTIC,15.0,C,12736.042780748663
R,DOMESTIC,15.0,E,3828.6263736263736
R,DOMESTIC,15.0,B,8060.357142857143
R,DOMESTIC,15.0,B,5734.78021978022
R,DOMESTIC,15.0,C,125.46610169491527
R,DOMESTIC,15.0,C,6288.461538461538
R,DOMESTIC,15.0,D,8488.598901098901
R,DOMESTIC,15.0,C,9508.021978021978
R,DOMESTIC,15.0,D,9228.118811881188
R,DOMESTIC,15.0,C,3285.177865612648
R,DOMESTIC,15.0,C,1750.054945054945
R,DOMESTIC,15.0,B,9509.505494505494
R,DOMESTIC,15.0,D,11193.131868131868
R,DOMESTIC,15.0,C,7031.126373626374
R,DOMESTIC,15.0,C,6689.423076923077
R,DOMESTIC,15.0,C,37.96610169491526
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,D,5816.208791208791
R,DOMESTIC,15.0,C,8341.071428571428
R,DOMESTIC,15.0,C,9077.549407114624
R,DOMESTIC,15.0,C,3666.0164835164833
R,DOMESTIC,15.0,D,9992.307692307693
R,COMERCIAL,15.0,B,3776.785714285714
R,DOMESTIC,15.0,C,12673.402061855671
R,DOMESTIC,15.0,D,9102.197802197803
R,DOMESTIC,15.0,C,6325.631868131868
R,DOMESTIC,15.0,U,44.58791208791209
R,DOMESTIC,15.0,C,9141.016483516483
R,DOMESTIC,15.0,D,6626.456043956045
R,DOMESTIC,15.0,C,1660.0
R,DOMESTIC,15.0,C,3058.598901098901
R,DOMESTIC,15.0,C,8599.45054945055
R,DOMESTIC,15.0,D,4974.395604395604
R,DOMESTIC,15.0,B,1694.2582417582416
R,DOMESTIC,15.0,C,2505.9065934065934
R,DOMESTIC,15.0,C,2427.7747252747254
R,DOMESTIC,15.0,C,3303.214285714286
R,DOMESTIC,15.0,B,10042.335164835165
R,DOMESTIC,15.0,U,152.14285714285714
R,DOMESTIC,15.0,C,8017.372881355933
R,COMERCIAL,15.0,W,7983.2786885245905
R,DOMESTIC,15.0,C,12231.675824175823
E,DOMESTIC,15.0,D,14078.324175824177
R,DOMESTIC,15.0,C,8440.714285714284
R,COMERCIAL,15.0,W,6471.181318681318
R,AJUNTAMENT,15.0,W,0.0
R,DOMESTIC,15.0,C,1616.7032967032967
R,DOMESTIC,15.0,B,11011.648351648351
R,INDUSTRIAL,15.0,W,1140.909090909091
R,DOMESTIC,15.0,C,7840.384615384616
R,DOMESTIC,15.0,C,6808.186813186813
R,DOMESTIC,15.0,D,10480.975609756098
E,DOMESTIC,15.0,D,16986.903409090908
R,DOMESTIC,15.0,C,1949.2582417582419
R,DOMESTIC,15.0,C,11927.142857142857
R,DOMESTIC,15.0,C,7471.978021978022
R,DOMESTIC,15.0,C,5648.493975903614
R,DOMESTIC,15.0,D,6411.181318681318
R,DOMESTIC,15.0,B,12633.131868131868
R,COMERCIAL,15.0,B,2774.340659340659
R,DOMESTIC,15.0,E,6016.071428571428
R,DOMESTIC,15.0,B,5358.461538461538
R,COMERCIAL,15.0,B,6735.824175824176
R,DOMESTIC,15.0,D,8740.566801619432
R,DOMESTIC,15.0,B,5745.576923076923
R,COMERCIAL,15.0,B,6798.214285714286
R,DOMESTIC,15.0,C,7180.961538461538
R,DOMESTIC,15.0,E,3842.307692307692
R,DOMESTIC,15.0,D,12785.521978021978
R,DOMESTIC,15.0,D,12059.175824175823
R,DOMESTIC,15.0,D,12905.43956043956
R,DOMESTIC,15.0,C,7939.78021978022
R,DOMESTIC,15.0,B,9113.736263736264
R,COMERCIAL,15.0,B,574.8626373626373
R,DOMESTIC,15.0,C,3952.994505494505
R,DOMESTIC,15.0,B,9956.868131868132
R,DOMESTIC,15.0,C,7777.664835164835
R,DOMESTIC,15.0,D,5932.994505494506
R,DOMESTIC,15.0,E,7571.373626373626
R,DOMESTIC,15.0,D,7193.571428571428
R,DOMESTIC,15.0,B,0.0
R,DOMESTIC,15.0,B,10035.659340659342
R,DOMESTIC,15.0,C,3988.2692307692305
R,DOMESTIC,15.0,C,13150.967741935485
R,DOMESTIC,15.0,B,2474.1758241758243
R,DOMESTIC,15.0,C,9631.73076923077
R,DOMESTIC,15.0,C,11602.417582417582
R,DOMESTIC,15.0,D,10018.021978021978
R,DOMESTIC,15.0,C,4534.203296703297
R,DOMESTIC,15.0,D,12921.840659340658
R,DOMESTIC,15.0,B,5090.027472527473
R,DOMESTIC,15.0,D,3693.7912087912086
R,DOMESTIC,15.0,D,7621.318681318682
R,DOMESTIC,15.0,C,9624.148351648351
R,DOMESTIC,15.0,D,9479.258241758242
R,DOMESTIC,15.0,E,11833.351648351649
E,DOMESTIC,15.0,D,13937.637362637364
R,DOMESTIC,15.0,C,7534.285714285714
R,DOMESTIC,15.0,C,1747.335164835165
R,DOMESTIC,15.0,B,8506.153846153846
R,DOMESTIC,15.0,B,11852.225274725275
R,DOMESTIC,15.0,E,10046.208791208792
R,COMERCIAL,15.0,W,4582.170329670329
R,DOMESTIC,15.0,C,9653.489010989011
R,DOMESTIC,15.0,C,6245.150214592275
R,DOMESTIC,15.0,C,10347.75
R,DOMESTIC,15.0,U,76.8131868131868
R,DOMESTIC,15.0,C,3767.8688524590166
R,DOMESTIC,15.0,B,1974.2307692307693
R,DOMESTIC,15.0,D,6241.121495327103
R,DOMESTIC,15.0,D,7171.978021978022
R,DOMESTIC,15.0,C,3892.8723404255325
R,DOMESTIC,15.0,D,7110.506329113924
R,DOMESTIC,15.0,C,4192.417582417583
R,AJUNTAMENT,15.0,W,3276.840659340659
R,DOMESTIC,15.0,D,4746.263736263736
R,DOMESTIC,15.0,C,8965.54945054945
R,AJUNTAMENT,15.0,W,1549.6978021978023
R,DOMESTIC,15.0,C,10143.564356435643
R,COMERCIAL,15.0,B,1760.4301075268818
R,DOMESTIC,15.0,B,6499.285714285714
R,DOMESTIC,15.0,U,174.3131868131868
R,AJUNTAMENT,15.0,W,393.5439560439561
R,DOMESTIC,15.0,C,9596.117647058823
R,DOMESTIC,15.0,B,12288.625
R,DOMESTIC,15.0,B,7911.675824175824
R,DOMESTIC,15.0,B,1102.1703296703295
R,DOMESTIC,15.0,C,3078.409090909091
R,DOMESTIC,15.0,C,6940.650887573964
R,DOMESTIC,15.0,B,2106.0164835164833
R,DOMESTIC,15.0,B,5641.153846153847
R,DOMESTIC,15.0,C,10430.851648351649
R,DOMESTIC,15.0,D,7804.120879120879
R,DOMESTIC,15.0,E,10592.802197802197
R,DOMESTIC,15.0,D,12953.80073800738
R,DOMESTIC,15.0,C,6902.307692307692
R,DOMESTIC,15.0,C,8712.115384615385
E,DOMESTIC,15.0,D,17354.25824175824
R,DOMESTIC,15.0,E,13534.285714285716
R,DOMESTIC,15.0,C,2374.120879120879
R,DOMESTIC,15.0,B,11376.675824175823
R,DOMESTIC,15.0,E,5039.8351648351645
R,DOMESTIC,15.0,C,11721.263736263736
R,DOMESTIC,15.0,C,7050.082417582417
R,DOMESTIC,15.0,U,127.91208791208791
R,DOMESTIC,15.0,C,1927.0054945054944
R,DOMESTIC,15.0,D,5467.3351648351645
R,INDUSTRIAL,15.0,W,2462.0604395604396
R,COMERCIAL,15.0,C,836.2087912087911
R,DOMESTIC,15.0,D,7083.131868131868
R,DOMESTIC,15.0,C,8250.0
R,COMERCIAL,15.0,W,268.84615384615387
R,DOMESTIC,15.0,C,8938.743455497382
R,DOMESTIC,15.0,C,4558.021978021978
R,DOMESTIC,15.0,B,2797.9945054945056
R,DOMESTIC,15.0,D,12514.12087912088
R,DOMESTIC,15.0,E,1225.7142857142856
R,DOMESTIC,15.0,C,8819.175824175823
R,DOMESTIC,15.0,B,11723.31818181818
R,DOMESTIC,15.0,B,4704.478021978022
R,DOMESTIC,15.0,B,5520.741758241758
R,DOMESTIC,15.0,C,4203.287671232876
R,DOMESTIC,15.0,D,9162.362637362636
R,COMERCIAL,15.0,W,130.96153846153845
R,DOMESTIC,15.0,B,144.64285714285714
R,DOMESTIC,15.0,C,3583.269230769231
R,DOMESTIC,15.0,C,9310.87912087912
E,DOMESTIC,15.0,B,16867.91208791209
R,DOMESTIC,15.0,C,2578.6585365853657
R,DOMESTIC,15.0,C,5261.315789473684
R,DOMESTIC,15.0,E,6530.604395604396
R,AJUNTAMENT,15.0,W,89.25824175824177
R,DOMESTIC,15.0,B,5452.994505494506
R,DOMESTIC,15.0,C,6443.818681318682
R,DOMESTIC,15.0,D,3370.467032967033
R,DOMESTIC,15.0,C,9421.071428571428
R,DOMESTIC,15.0,D,7873.763736263735
R,DOMESTIC,15.0,U,223.1868131868132
R,DOMESTIC,15.0,C,7831.483516483517
R,DOMESTIC,15.0,C,3681.510989010989
R,DOMESTIC,15.0,C,2988.01652892562
R,COMERCIAL,15.0,W,0.0
R,DOMESTIC,15.0,C,2197.109004739337
R,DOMESTIC,15.0,C,5401.648351648351
R,DOMESTIC,15.0,E,6119.505494505494
R,DOMESTIC,15.0,C,11363.023255813954
R,COMERCIAL,15.0,B,81.18131868131869
R,DOMESTIC,15.0,C,2395.054945054945
R,DOMESTIC,15.0,U,81.51098901098902
R,DOMESTIC,15.0,D,7763.076923076923
R,DOMESTIC,15.0,C,4614.972527472527
R,COMERCIAL,15.0,W,2665.302197802198
R,DOMESTIC,15.0,C,3899.9175824175827
R,DOMESTIC,15.0,D,5502.60989010989
R,DOMESTIC,15.0,C,9118.598901098901
R,DOMESTIC,15.0,C,4923.296703296703
